key,title,year,decision,doi,pubmed_id
rayyan-601300429,"Incorporating artificial intelligence into imaging for surveillance and diagnosis of liver cancer: Innovations, challenges, and clinical translation.",2026,Excluded,10.1097/HEP.0000000000001698,41616271
rayyan-601300430,A Systematic Integration of Artificial Intelligence Models in Appendicitis Management: A Comprehensive Review.,2025,Excluded,10.3390/diagnostics15070866,40218216
rayyan-601300431,Triage Data-Driven Prediction Models for Hospital Admission of Emergency Department Patients: A Systematic Review.,2025,Included,10.4258/hir.2025.31.1.23,39973034
rayyan-601300432,EDT-MCFEF: a multi-channel feature fusion model for emergency department triage of medical texts.,2025,Included,10.3389/fpubh.2025.1591491,40606112
rayyan-601300433,Clinicians' perspectives on the use of artificial intelligence to triage MRI brain scans.,2025,Excluded,10.1016/j.ejrad.2025.111921,39805194
rayyan-601300434,Advancing medical AI through benchmarking and competition for specialty triage.,2026,Excluded,10.1038/s41746-026-02433-8,41760911
rayyan-601300435,An effective multi-step feature selection framework for clinical outcome prediction using electronic medical records.,2025,Excluded,10.1186/s12911-025-02922-y,39962480
rayyan-601300436,Predictive model for daily risk alerts in sepsis patients in the ICU: visualization and clinical analysis of risk indicators.,2025,Excluded,10.1093/pcmedi/pbaf003,40041421
rayyan-601300437,Machine Learning-Based Prediction of Delayed Neurologic Sequelae in Carbon Monoxide Poisoning Using Automatically Extracted MR Imaging Features.,2025,Excluded,10.3174/ajnr.A8870,40506230
rayyan-601300438,An Interpretable Machine Learning Framework for Analyzing the Interaction Between Cardiorespiratory Diseases and Meteo-Pollutant Sensor Data.,2025,Excluded,10.3390/s25154864,40808028
rayyan-601300439,Lightweight interpretable AI model using multiple blood parameters for emergency diagnosis of acute appendicitis.,2026,Excluded,10.1016/j.ajem.2026.01.006,41570492
rayyan-601300440,Machine learning outperforms the Canadian Triage and Acuity Scale (CTAS) in predicting need for early critical care.,2025,Excluded,10.1007/s43678-024-00807-z,39560909
rayyan-601300441,Identification of avoidable patients at triage in a Paediatric Emergency Department: a decision support system using predictive analytics.,2024,Maybe,10.1186/s12873-024-01029-3,39155373
rayyan-601300442,Reliable Prediction of Discharge Disposition Following Cervical Spine Surgery With Ensemble Machine Learning and Validation on a National Cohort.,2024,Excluded,10.1097/BSD.0000000000001520,38285429
rayyan-601300443,An In-Hospital Mortality Prediction Model for Acute Pesticide Poisoning in the Emergency Department.,2025,Excluded,10.3390/toxics13100893,41150592
rayyan-601300444,The three-dimensional weakly supervised deep learning algorithm for traumatic splenic injury detection and sequential localization: an experimental study.,2023,Excluded,10.1097/JS9.0000000000000380,36999810
rayyan-601300445,Plaque-Level Machine Learning Prediction of Intraplaque Hemorrhage in Carotid Arteries Using Computed Tomography Angiography.,2026,Excluded,10.1007/s00062-026-01656-2,42020789
rayyan-601300446,Covid-19 triage in the emergency department 2.0: how analytics and AI transform a human-made algorithm for the prediction of clinical pathways.,2023,Excluded,10.1007/s10729-023-09647-2,37428304
rayyan-601300447,A Machine Learning Approach to Support Urgent Stroke Triage Using Administrative Data and Social Determinants of Health at Hospital Presentation: Retrospective Study.,2023,Excluded,10.2196/36477,36716097
rayyan-601300448,Machine learning models predict coagulopathy in traumatic brain injury patients in ER.,2025,Excluded,10.3389/fneur.2025.1649869,41050269
rayyan-601300449,"Overtriage, Undertriage, and Value of Care after Major Surgery: An Automated, Explainable Deep Learning-Enabled Classification System.",2023,Excluded,10.1097/XCS.0000000000000471,36648256
rayyan-601300450,Predicting 30-Day All-Cause Hospital Readmission Using Multimodal Spatiotemporal Graph Neural Networks.,2023,Excluded,10.1109/JBHI.2023.3236888,37018684
rayyan-601300451,Point-of-care ultrasound assessment of the abdominal aorta by physician assistant students: a pilot study.,2021,Excluded,10.1007/s10140-020-01844-8,32839890
rayyan-601300452,Multimodal AI for early prediction of adverse clinical outcomes in acute pancreatitis.,2026,Excluded,10.1007/s00261-026-05588-w,42228172
rayyan-601300453,Development and Validation of a Machine Learning Algorithm Predicting Emergency Department Use and Unplanned Hospitalization in Patients With Head and Neck Cancer.,2022,Maybe,10.1001/jamaoto.2022.1629,35771564
rayyan-601300454,Development of a machine-learning algorithm to predict in-hospital cardiac arrest for emergency department patients using a nationwide database.,2022,Included,10.1038/s41598-022-26167-1,36526686
rayyan-601300456,Research trends and ethical perspectives on explainable artificial intelligence in emergency medicine: a bibliometric analysis.,2026,Maybe,10.1186/s13049-025-01540-x,41491985
rayyan-601300457,Integrating Social Determinants of Health in Machine Learning-Driven Decision Support for Diabetes Case Management: Protocol for a Sequential Mixed Methods Study.,2024,Excluded,10.2196/56049,39321449
rayyan-601300458,Early auxiliary diagnosis model for chest pain triad based on artificial intelligence multimodal fusion.,2025,Excluded,10.1093/jamiaopen/ooaf114,41041626
rayyan-601300459,A machine learning-based triage system for systemic EBV-positive T/NK cell lymphoproliferative diseases of childhood.,2026,Excluded,10.1172/jci.insight.180837,41729084
rayyan-601300460,Human intention recognition for trauma resuscitation: An interpretable deep learning approach for medical process data.,2025,Excluded,10.1016/j.jbi.2024.104767,39746431
rayyan-601300461,Predicting 1 year readmission for heart failure: A comparative study of machine learning and the LACE index.,2024,Excluded,10.1002/ehf2.14855,38778700
rayyan-601300462,Machine learning detecting aggression among mood disorder patients visited in psychiatric emergency departments.,2026,Excluded,10.1016/j.jad.2025.121117,41483885
rayyan-601300463,"Respiratory support status from EHR data for adult population: classification, heuristics, and usage in predictive modeling.",2022,Excluded,10.1093/jamia/ocac005,35092276
rayyan-601300464,Direct assessment of health impacts on hospital admission from traffic intensity in Madrid.,2020,Excluded,10.1016/j.envres.2020.109254,32126373
rayyan-601300465,Morpho-clinical insights into moderate-to-severe obstructive sleep apnea.,2025,Excluded,10.1016/j.rmed.2025.108392,41043792
rayyan-601300466,Predicting frequent emergency department visits among children with asthma using EHR data.,2017,Excluded,10.1002/ppul.23735,28557381
rayyan-601300467,XAIRE: An ensemble-based methodology for determining the relative importance of variables in regression tasks. Application to a hospital emergency department.,2023,Maybe,10.1016/j.artmed.2023.102494,36868688
rayyan-601300468,Machine Learning Reveals Demographic Disparities in Palliative Care Timing Among Patients With Traumatic Brain Injury Receiving Neurosurgical Consultation.,2025,Excluded,10.1007/s12028-024-02172-2,39653977
rayyan-601300469,Machine learning models for predicting risks of MACEs for myocardial infarction patients with different VEGFR2 genotypes.,2024,Excluded,10.3389/fmed.2024.1452239,39301488
rayyan-601300470,Development and Validation of a Robust and Interpretable Early Triaging Support System for Patients Hospitalized With COVID-19: Predictive Algorithm Modeling and Interpretation Study.,2024,Excluded,10.2196/52134,38206673
rayyan-601300471,Bayesian Networks in the Management of Hospital Admissions: A Comparison between Explainable AI and Black Box AI during the Pandemic.,2024,Excluded,10.3390/jimaging10050117,38786571
rayyan-601300472,A urine-based point-of-care test for Factor Xa inhibitors in acute stroke management.,2025,Excluded,10.1016/j.jstrokecerebrovasdis.2025.108500,41274588
rayyan-601300473,Higher hospital level does not improve 30-day survival after road traffic accidents.,2025,Excluded,10.1038/s41598-025-26519-7,41272162
rayyan-601300474,Multimodal Machine Learning Approach for Diagnosing Atopic Dermatitis.,2025,Excluded,10.12688/f1000research.169102.2,41716356
rayyan-601300475,Trauma outcome predictor: An artificial intelligence interactive smartphone tool to predict outcomes in trauma patients.,2021,Excluded,10.1097/TA.0000000000003158,33755641
rayyan-601300476,Development and validation of a machine learning model to predict mortality risk in patients with COVID-19.,2021,Excluded,10.1136/bmjhci-2020-100235,33962987
rayyan-601300477,Machine learning models to detect opioid misuse in emergency department patients at triage.,2026,Excluded,10.1016/j.ajem.2026.02.037,41785519
rayyan-601300478,Early Warning Scores in Emergency Department Patients Aged 80 Years or Older.,2026,Excluded,10.1001/jamanetworkopen.2026.1532,41854615
rayyan-601300479,Automated Triage System for Intensive Care Admissions during the COVID-19 Pandemic Using Hybrid XGBoost-AHP Approach.,2021,Excluded,10.3390/s21196379,34640700
rayyan-601300480,Development and Asian-wide validation of the Grade for Interpretable Field Triage (GIFT) for predicting mortality in pre-hospital patients using the Pan-Asian Trauma Outcomes Study (PATOS).,2023,Excluded,10.1016/j.lanwpc.2023.100733,37283981
rayyan-601300481,"Rapid triage for ischemic stroke: a machine learning-driven approach in the context of predictive, preventive and personalised medicine.",2022,Excluded,10.1007/s13167-022-00283-4,35719136
rayyan-601300482,Machine learning prediction of positive urine cultures in an academic pediatric emergency department (ED).,2026,Maybe,10.1016/j.ajem.2026.02.036,41903287
rayyan-601300483,Deep learning-based Emergency Department In-hospital Cardiac Arrest Score (Deep EDICAS) for early prediction of cardiac arrest and cardiopulmonary resuscitation in the emergency department.,2024,Maybe,10.1186/s13040-024-00407-8,39580434
rayyan-601300484,AI based prediction of severe exacerbation in Asian bronchiectasis patients using the KMBARC registry.,2026,Excluded,10.1038/s41598-026-38968-9,41735386
rayyan-601300485,Sample average treatment effect on the treated (SATT) analysis using counterfactual explanation identifies BMT and SARS-CoV-2 vaccination as protective risk factors associated with COVID-19 severity and survival in patients with multiple myeloma.,2023,Excluded,10.1038/s41408-023-00901-y,38057320
rayyan-601300486,Artificial intelligence-assisted triage of pediatric supracondylar humerus fractures in emergency departments: A single-centre validation study.,2026,Maybe,10.1016/j.injury.2026.113159,41880886
rayyan-601300487,Enhancing Performance of the National Field Triage Guidelines Using Machine Learning: Development of a Prehospital Triage Model to Predict Severe Trauma.,2024,Excluded,10.2196/58740,39348683
rayyan-601300488,Patient Triage by Topic Modeling of Referral Letters: Feasibility Study.,2020,Excluded,10.2196/21252,33155985
rayyan-601300489,Optimized explainable AI and digital twin for patient flow improvement in ICU during respiratory epidemics.,2026,Included,10.1186/s12911-026-03523-z,42069545
rayyan-601300490,Early Prediction of Mortality for Septic Patients Visiting Emergency Room Based on Explainable Machine Learning: A Real-World Multicenter Study.,2024,Excluded,10.3346/jkms.2024.39.e53,38317451
rayyan-601300491,Field Measures Are All You Need: Predicting Need for Surgery in Elderly Ground-Level Fall Patients via Machine Learning.,2023,Excluded,10.1177/00031348231177917,37218170
rayyan-601300492,Preclinical identification of acute coronary syndrome without high sensitivity troponin assays using machine learning algorithms.,2024,Excluded,10.1038/s41598-024-60249-6,38684774
rayyan-601300493,Accessible healing phase classification of diabetic foot ulcer.,2025,Excluded,10.1016/j.compbiomed.2025.111066,40945216
rayyan-601300494,Automated Classification of Mitral and Tricuspid Regurgitation With Explainability and Real-World Practice Experience.,2026,Excluded,10.1161/JAHA.125.045851,41804879
rayyan-601300495,Development and Validation of a Model to Predict Posttraumatic Stress Disorder and Major Depression After a Motor Vehicle Collision.,2021,Excluded,10.1001/jamapsychiatry.2021.2427,34468741
rayyan-601300496,Lethality risk markers by sex and age-group for COVID-19 in Mexico: a cross-sectional study based on machine learning approach.,2023,Excluded,10.1186/s12879-022-07951-w,36631853
rayyan-601300497,Machine learning-driven decision support for antibiotic optimization in typhoid fever based on patient profiles.,2026,Excluded,10.1186/s12911-026-03528-8,42121141
rayyan-601300498,Artificial Intelligence-Based Multi-Stage System for Automated Angle's Classification of Malocclusion from Intraoral Images in Orthodontics.,2026,Excluded,10.1007/s10278-025-01826-7,41606231
rayyan-601300499,SeqBoost: a sequential explainable model for predicting ED revisits within 72 hours.,2026,Excluded,10.1186/s12911-026-03582-2,42237282
rayyan-601300500,A machine learning-based risk prediction framework for atypical hyperplasia and endometrial cancer in postmenopausal women.,2026,Excluded,10.1186/s12957-026-04424-1,42192437
rayyan-601300501,Machine learning models powered by emergency medical services data enhance stroke triage in prehospital settings.,2026,Excluded,10.1038/s41598-026-37069-x,41634297
rayyan-601300502,Leveraging machine learning and rule extraction for enhanced transparency in emergency department length of stay prediction.,2024,Excluded,10.3389/fdgth.2024.1498939,40012602
rayyan-601300503,Development of a machine-learning based diagnosis procedure to distinguish aortic dissection from non-ST-elevation myocardial infarction.,2026,Excluded,10.1186/s12911-026-03452-x,41882701
rayyan-601300504,Inter hospital external validation of interpretable machine learning based triage score for the emergency department using common data model.,2024,Included,10.1038/s41598-024-54364-7,38509133
rayyan-601300505,Development and validation of interpretable machine learning models for triage patients admitted to the intensive care unit.,2025,Included,10.1371/journal.pone.0317819,39964993
rayyan-601300506,A TyG-UHR-based machine learning model for screening lean MAFLD: development and external validation.,2026,Excluded,10.1186/s12938-026-01585-8,42116045
rayyan-601300507,Development of BERT-based large language models for emergency department triage using real-world conversations.,2026,Maybe,10.1093/jamia/ocag007,41649331
rayyan-601300508,Using machine learning methods to investigate the impact of comorbidities and clinical indicators on the mortality rate of COVID-19.,2025,Excluded,10.3389/fmedt.2025.1621158,41059076
rayyan-601300509,Enhancing the prediction of hospital discharge disposition with extraction-based language model classification.,2026,Excluded,10.1038/s44401-025-00059-8,41522677
rayyan-601300510,Episode- and Hospital-Level Modeling of Pan-Resistant Healthcare-Associated Infections (2020-2024) Using TabTransformer and Attention-Based LSTM Forecasting.,2025,Excluded,10.3390/diagnostics15172138,40941626
rayyan-601300511,On-scene machine learning prediction model for massive transfusion in trauma and its association with in-hospital mortality.,2025,Excluded,10.1093/bjsopen/zraf167,41705531
rayyan-601300512,Making Pre-screening for Alzheimer's Disease (AD) and Postoperative Delirium Among Post-Acute COVID-19 Syndrome (PACS) a National Priority: The Deep Neuro Study.,2023,Excluded,10.1007/978-3-031-31982-2_4,37486477
rayyan-601300513,"Digital skin imaging applications, part I: Assessment of image acquisition technique features.",2022,Excluded,10.1111/srt.13163,35652379
rayyan-601300514,Using explainable machine learning to characterise data drift and detect emergent health risks for emergency department admissions during COVID-19.,2021,Excluded,10.1038/s41598-021-02481-y,34837021
rayyan-601300515,Multi expert integrated algorithm for kidney biopsy triage.,2026,Excluded,10.1038/s41746-026-02724-0,42185463
rayyan-601300516,Leveraging Large-Scale Electronic Health Records and Interpretable Machine Learning for Clinical Decision Making at the Emergency Department: Protocol for System Development and Validation.,2022,Included,10.2196/34201,35333179
rayyan-601300517,Multi-task AI models in dermatology: Overcoming critical clinical translation challenges for enhanced skin lesion diagnosis.,2025,Excluded,10.1111/jdv.20551,39918317
rayyan-601300518,A Clustering-Based Machine Learning Approach for Mortality Prediction in Gastrointestinal Bleeding: Development and Validation.,2026,Excluded,10.1016/j.gastha.2026.100985,42205168
rayyan-601300519,Early identification of high-risk patients admitted to emergency departments using vital signs and machine learning.,2025,Excluded,10.5847/wjem.j.1920-8642.2025.031,40135217
rayyan-601300520,Prediction of Influenza Complications: Development and Validation of a Machine Learning Prediction Model to Improve and Expand the Identification of Vaccine-Hesitant Patients at Risk of Severe Influenza Complications.,2022,Excluded,10.3390/jcm11154342,35893436
rayyan-601300521,Automated pneumothorax triaging in chest X-rays in the New Zealand population using deep-learning algorithms.,2022,Excluded,10.1111/1754-9485.13393,35224858
rayyan-601300522,Automated vertigo diagnosis using video-oculography and artificial intelligence for clinic-based triage: Preliminary results.,2026,Excluded,10.1007/s10072-025-08781-9,41521318
rayyan-601300523,Machine learning in early screening for high-grade cervical intraepithelial neoplasia using blood testing.,2025,Excluded,10.1186/s12911-025-03321-z,41413554
rayyan-601300524,Generalizability of an Automatic Explanation Method for Machine Learning Prediction Results on Asthma-Related Hospital Visits in Patients With Asthma: Quantitative Analysis.,2021,Excluded,10.2196/24153,33856359
rayyan-601300525,Using the National Trauma Data Bank (NTDB) and machine learning to predict trauma patient mortality at admission.,2020,Excluded,10.1371/journal.pone.0242166,33201935
rayyan-601300526,Development and validation of an interpretable prehospital return of spontaneous circulation (P-ROSC) score for patients with out-of-hospital cardiac arrest using machine learning: A retrospective study.,2022,Excluded,10.1016/j.eclinm.2022.101422,35706500
rayyan-601300527,Novel integration of governmental data sources using machine learning to identify super-utilization among U.S. counties.,2023,Excluded,10.1016/j.ibmed.2023.100093,37476591
rayyan-601300528,"Emergency care capabilities in the Kingdom of Swaziland, Africa.",2017,Excluded,10.1016/j.afjem.2017.01.004,30456101
rayyan-601300529,Predicting low birth weight in Bangladesh using interpretable machine learning models.,2026,Excluded,10.1186/s12884-026-09255-2,42192329
rayyan-601300530,Predicting Emergency Visits and Hospital Admissions During Radiation and Chemoradiation: An Internally Validated Pretreatment Machine Learning Algorithm.,2018,Excluded,10.1200/CCI.18.00037,30652595
rayyan-601300531,Evaluation and analysis of clinical outcome prediction for trauma patients based on machine learning.,2026,Excluded,10.1016/j.cjtee.2025.10.004,41667320
rayyan-601300532,Using machine learning techniques for early prediction of tracheal intubation in patients with septic shock: a multi-center study in South Korea.,2025,Excluded,10.4266/acc.004776,40302563
rayyan-601300533,Beyond black boxes: using explainable causal artificial intelligence to separate signal from noise in pharmacovigilance.,2026,Excluded,10.1007/s11096-025-02004-z,40889016
rayyan-601300534,Smartphone pupillometry with machine learning differentiates ischemic from hemorrhagic stroke: A pilot study.,2025,Excluded,10.1016/j.jstrokecerebrovasdis.2024.108198,39674431
rayyan-601300535,Prediction of oxygen requirement in patients with COVID-19 using a pre-trained chest radiograph xAI model: efficient development of auditable risk prediction models via a fine-tuning approach.,2022,Excluded,10.1038/s41598-022-24721-5,36476724
rayyan-601300536,Attention-enhanced deep learning model for automated classification of hemorrhagic and ischemic stroke on CT imaging.,2026,Excluded,10.1186/s40001-025-03784-w,41776569
rayyan-601300537,Validation of a machine learning model for predicting early deterioration in the emergency department.,2026,Maybe,10.1016/j.ajem.2026.05.007,42184774
rayyan-601300538,Symptom Trajectories After an Emergency Department Visit for Potential Acute Coronary Syndrome.,2016,Excluded,10.1097/NNR.0000000000000167,27362513
rayyan-601300539,AI-Enabled Sensor Technologies for Remote Arrhythmic Monitoring in High-Risk Cardiomyopathy Genotypes.,2026,Excluded,10.3390/s26072078,41977862
rayyan-601300540,Early prediction of in-hospital deterioration after emergency department admission using machine learning models.,2026,Excluded,10.1186/s12873-025-01464-w,41491420
rayyan-601300541,Neural network for natural language processing to determine treatment urgency in an ophthalmology emergency department.,2025,Excluded,10.1136/bjo-2025-327824,40819882
rayyan-601300543,Enhancing tertiary cardiology triage with vectorcardiographic features: a machine learning approach using real-world data.,2026,Excluded,10.1016/j.clinsp.2025.100856,41512369
rayyan-601300544,Predicting pathologic complete response in locally advanced rectal cancer patients after neoadjuvant therapy: a machine learning model using XGBoost.,2022,Excluded,10.1007/s00384-022-04157-z,35704090
rayyan-601300545,Development and validation of an interpretable radiomic signature for preoperative estimation of tumor mutational burden in lung adenocarcinoma.,2024,Excluded,10.3389/fgene.2024.1367434,38660677
rayyan-601300546,The Feasibility of Using Point-of-Care Ultrasound During Cardiac Arrest in Children: Rapid Apical Contractility Evaluation.,2023,Excluded,10.1097/PEC.0000000000002741,35470313
rayyan-601300547,"An external validation study of the Score for Emergency Risk Prediction (SERP), an interpretable machine learning-based triage score for the emergency department.",2022,Excluded,10.1038/s41598-022-22233-w,36261457
rayyan-601300548,Designing an explainable algorithm based on XGBoost and genetic algorithm for predicting hospitalization needs of COVID-19 patients.,2026,Excluded,10.1038/s41598-026-40120-6,41730967
rayyan-601300549,Automatic Classification of the Korean Triage Acuity Scale in Simulated Emergency Rooms Using Speech Recognition and Natural Language Processing: a Proof of Concept Study.,2021,Maybe,10.3346/jkms.2021.36.e175,34254471
rayyan-601300550,Deep learning model for body weight estimation from computed tomography scout images incorporating sex and height.,2026,Excluded,10.1007/s12194-026-01028-y,41739392
rayyan-601300551,Deep Learning Model to Detect Diabetic Retinopathy in 45° Images Using Ground Truth from Ultra-Widefield Imaging.,2026,Excluded,10.1016/j.xops.2026.101132,42088785
rayyan-601300552,Beyond Binary Cutoffs: An Explainable Machine Learning Framework for Individualized Diagnostic Reasoning in Suspected Urolithiasis.,2026,Excluded,10.3390/diagnostics16091313,42122016
rayyan-601300553,Developing interpretable machine learning models to predict length of stay and disposition decision for adult patients in emergency departments.,2025,Excluded,10.1136/bmjhci-2024-101152,40578849
rayyan-601300554,Predicting child and adolescent mental health emergency department revisits: a machine-learning approach compared to a clinician-derived baseline.,2025,Excluded,10.1186/s12911-025-03269-0,41327276
rayyan-601300555,Early prognosis prediction in mechanically ventilated patients using machine learning for tertiary care hospital settings.,2026,Excluded,10.1007/s10877-025-01387-8,41307642
rayyan-601300556,DML-LLM Hybrid Architecture for Fault Detection and Diagnosis in Sensor-Rich Industrial Systems.,2026,Excluded,10.3390/s26062008,41902177
rayyan-601300557,Arthralgia and fever as dominant predictors of Chikungunya confirmation: an explainable artificial intelligence approach.,2026,Excluded,10.3389/fmed.2026.1814257,42051709
rayyan-601300558,Leveraging ChatGPT for improved decision-making in interfacility transfers for plastic surgery emergencies based on United States guidelines.,2025,Maybe,10.1016/j.jpra.2025.04.011,40485859
rayyan-601300559,An interpretable (1)⁸F-PSMA PET/CT-MRI model for optimizing prostate biopsy decisions.,2026,Excluded,10.1007/s00259-026-07947-7,42176196
rayyan-601300560,Emergency Department Prediction of In-Hospital Mortality in Suspected Pulmonary Embolism: An Explainable Machine Learning Approach.,2026,Maybe,10.3390/jcm15041340,41753029
rayyan-601300561,The Voice of Decompensation: An Explainable Machine Learning Approach to Assessing Heart Failure Severity.,2026,Excluded,10.1093/eurjcn/zvag003,41495965
rayyan-601300562,Comparison of the Quality of Echocardiography Imaging Between the Left Lateral Decubitus and Supine Positions.,2022,Excluded,10.7759/cureus.31835,36579253
rayyan-601300563,Shift-Specific Patterns of Nursing Workloads in the Emergency Department: AI Powered Analysis.,2026,Excluded,10.1111/jan.70648,42216443
rayyan-601300564,Interpretable Machine Learning to Anticipate the Diagnostic Yield of EEG in the Emergency department. The EMINENCE study.,2026,Included,10.1007/s10916-026-02397-y,42062615
rayyan-601300565,Prediction of Respiratory Decompensation in Patients Receiving Home Mechanical Ventilation: Machine Learning Model Development and Validation Study.,2025,Excluded,10.2196/78941,41468476
rayyan-601300566,Advanced visualizations to interpret prescription drug monitoring program information.,2019,Excluded,10.1016/j.drugalcdep.2019.03.034,31276986
rayyan-601300567,Development and validation of a clinlabomics-based machine-learning model for noninvasive risk stratification of moderate-to-severe OSA.,2026,Excluded,10.1016/j.ijmedinf.2026.106474,42119217
rayyan-601300568,Machine learning-based on model for explain risk of 24-hour death in critically ill patients in the prehospital setting: A retrospective cohort study.,2026,Excluded,10.1371/journal.pone.0341860,41678452
rayyan-601300569,Predicting Unplanned Intubations in Rib Fracture Patients: An Interpretable Machine Learning Approach.,2026,Excluded,10.1177/00031348251358446,40608905
rayyan-601300570,Explainable machine learning for predicting disease flares in axial spondyloarthritis: A real-world electronic health record-based pilot study.,2026,Excluded,10.1177/20552076261433513,42078832
rayyan-601300571,Multi-diagnosis multi-instance learning for auxiliary gene mutation diagnosis in whole slide images.,2026,Excluded,10.1016/j.prp.2026.156576,42235341
rayyan-601300572,"Smart Lies and Sharp Eyes: Pragmatic Artificial Intelligence for Cancer Pathology: Promise, Pitfalls, and Access Pathways.",2026,Excluded,10.3390/cancers18030421,41681893
rayyan-601300573,Development and Validation of a Machine Learning Approach for Automated Severity Assessment of COVID-19 Based on Clinical and Imaging Data: Retrospective Study.,2021,Excluded,10.2196/24572,33534723
rayyan-601300574,Explainable blind image quality assessment with closed-loop semantic guidance and distortion diagnosis.,2026,Excluded,10.1038/s41598-026-51187-6,42106418
rayyan-601300575,Evaluating spoken language as a biomarker for automated screening of cognitive impairment.,2025,Excluded,10.1038/s43856-025-01263-1,41388139
rayyan-601300576,Validating quality standards in Palestinian emergency departments: An e-Delphi survey approach.,2025,Excluded,10.1371/journal.pone.0307632,39792830
rayyan-601300577,A fuzzy-enhanced deep learning approach for early detection of Covid-19 pneumonia from portable chest X-ray images.,2022,Excluded,10.1016/j.neucom.2022.01.055,35079203
rayyan-601300578,Subphenotyping of Mexican Patients With COVID-19 at Preadmission To Anticipate Severity Stratification: Age-Sex Unbiased Meta-Clustering Technique.,2022,Excluded,10.2196/30032,35144239
rayyan-601300579,Development of an early prediction model for risk of influenza A and influenza B based on complete blood count examination.,2025,Excluded,10.1186/s12879-025-11502-4,40890653
rayyan-601300580,Developing and validating a sequence-aware deep learning model for infection risk prediction in home care.,2026,Excluded,10.1016/j.ijmedinf.2026.106485,42172726
rayyan-601300581,A Multi-mRNA Host-Response Molecular Blood Test for the Diagnosis and Prognosis of Acute Infections and Sepsis: Proceedings from a Clinical Advisory Panel.,2020,Excluded,10.3390/jpm10040266,33297498
rayyan-601300582,What emotions reveal about patient safety: GPT-4-based sentiment and emotion analysis of 11056 German CIRS medical reports (2005-2024).,2025,Excluded,10.1136/bmjhci-2025-101741,41344915
rayyan-601300583,Development and validation of an interpretable machine learning model for early prediction in patients with diabetes and sepsis.,2025,Excluded,10.1038/s41598-025-22488-z,41188325
rayyan-601300584,Accuracy is not enough: explainable boosting machine model and identification of candidate biomarkers for real-time sepsis risk assessment in the emergency department.,2025,Maybe,10.1186/s12873-025-01402-w,41315982
rayyan-601300585,An extended focused assessment with sonography in trauma ultrasound tissue-mimicking phantom for developing automated diagnostic technologies.,2023,Excluded,10.3389/fbioe.2023.1244616,38033814
rayyan-601300586,Evaluating fairness of machine learning prediction of prolonged wait times in Emergency Department with Interpretable eXtreme gradient boosting.,2025,Excluded,10.1371/journal.pdig.0000751,40111994
rayyan-601300587,"Chest x-ray automated triage: A semiologic approach designed for clinical implementation, exploiting different types of labels through a combination of four Deep Learning architectures.",2021,Excluded,10.1016/j.cmpb.2021.106130,34023576
rayyan-601300588,A Roadmap for Foundational Research on Artificial Intelligence in Medical Imaging: From the 2018 NIH/RSNA/ACR/The Academy Workshop.,2019,Excluded,10.1148/radiol.2019190613,30990384
rayyan-601300589,Predicting risk of early-onset sepsis in low-resource neonatal units using routine healthcare data: development and evaluation of multivariable statistical and machine learning models.,2025,Excluded,10.1136/bmjpo-2025-003617,41022643
rayyan-601300590,Accelerometry and dual-scale neighborhood indicators for screening of MoCA-defined cognitive impairment: an interpretable machine-learning study.,2026,Excluded,10.3389/fpubh.2026.1777724,42007344
rayyan-601300591,The effect of AI assistance timing on performance and user perceptions in pathological slide diagnosis.,2026,Excluded,10.1016/j.apergo.2025.104663,41138508
rayyan-601300592,Integrating Medical Domain Knowledge for Early Diagnosis of Fever of Unknown Origin: An Interpretable Hierarchical Multimodal Neural Network Approach.,2023,Excluded,10.1109/JBHI.2023.3306041,37590111
rayyan-601300593,Identification of key clinical features for pediatric respiratory syncytial virus infection using machine learning.,2026,Excluded,10.1186/s12887-026-06659-z,41761146
rayyan-601300594,Intelligent model for stratification of acute radiation syndrome severity in humans.,2026,Excluded,10.1080/09553002.2025.2609858,41784608
rayyan-601300595,Emergency department narratives for early risk stratification of serious disposition in older adults after falls: A survival modelling study with external validation.,2026,Maybe,10.1016/j.ijmedinf.2026.106481,42214283
rayyan-601300596,Triage nurse prediction as a covariate in a machine learning prediction algorithm for hospital admission from the emergency department.,2021,Excluded,10.1016/j.ijmedinf.2021.104528,34305002
rayyan-601300597,CDG-MACE score: an interpretable scoring model for risk stratification in emergency chest pain with normal ECG.,2026,Excluded,10.1088/1361-6579/ae601a,41985539
rayyan-601300598,Machine Learning-Based Prediction Model for 30-Day Emergency Department Revisits in a Medically Underserved Tertiary Hospital: Formative Retrospective Cohort Study.,2026,Excluded,10.2196/87289,42213145
rayyan-601300599,Random forest model improves annotation and discovery of variants of uncertain significance in Alzheimer's and other neurological disorders.,2025,Excluded,10.1101/2025.10.02.680068,41256702
rayyan-601300600,Machine Learning Risk Stratification Approach Using Patient-Reported Outcomes for Forecasting Unplanned Health Care Use and Symptom Burden in Cancer Survivors.,2026,Excluded,10.1200/CCI-25-00389,42190150
rayyan-601300601,Encoding of Demographic and Anatomical Information in Chest X-Ray-Based Severe Left Ventricular Hypertrophy Classifiers.,2025,Excluded,10.3390/biomedicines13092140,41007703
rayyan-601300602,"Development of a personalized diagnostic model for kidney stone disease tailored to acute care by integrating large clinical, demographics and laboratory data: the diagnostic acute care algorithm - kidney stones (DACA-KS).",2018,Excluded,10.1186/s12911-018-0652-4,30119627
